loan_amnt,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_il_6m,sec_app_chargeoff_within_12_mths,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount
19200, 60 months,0.1899,497.96,Senior Project Manager,10+ years,OWN,113000,Source Verified,42339,Charged Off,n,,,debt_consolidation,Debt consolidation,193xx,PA,23.81,0,37043,1,24,,16,0,25878,0.799,49,w,0,0,5004.44,5004.44,1641.75,2291.29,0,1071.4,192.852,42614,497.96,,42948,0,69,1,INDIVIDUAL,,,,0,0,404337,1,4,0,2,16,43501,65,3,5,5497,70,32400,2,4,5,7,26956,5649,79.6,0,0,119,174,6,6,6,6,24,1,24,1,7,10,7,17,13,11,29,10,16,0,0,0,3,93.9,57.1,0,0,466152,69379,27700,67052,,,,,N,,,,,,,,,,,,,,
35000, 60 months,0.1849,898.13,Deputy Director,10+ years,OWN,160000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,210xx,MD,14.65,1,29252,0,1,,18,0,90009,0.584,31,w,27148.71,27148.71,16974.59,16974.59,7851.29,9123.3,0,0,0,42948,898.13,42979,42948,0,24,1,INDIVIDUAL,,,,0,0,488852,0,0,0,0,57,0,,1,1,9437,59,154000,0,1,0,1,27158,36581,55.3,0,0,169,424,8,8,4,8,27,,1,0,9,15,9,11,6,16,20,15,18,0,0,0,1,90.3,22.2,0,0,583333,94441,81900,0,,,,,N,,,,,,,,,,,,,,
14000, 36 months,0.098,450.43,Nurse anesthetist ,4 years,MORTGAGE,175000,Source Verified,42339,Current,n,,,credit_card,Credit card refinancing,700xx,LA,25.43,0,36495,1,50,67,19,2,41039,0.832,38,w,7122.36,7122.36,8539.11,8539.11,6877.64,1661.47,0,0,0,42948,450.43,42979,42948,0,50,1,INDIVIDUAL,,,,0,0,423256,0,11,0,1,20,203742,77,1,1,19443,78,49300,1,1,6,2,22277,5036,86,0,0,183,192,11,11,5,11,,2,,1,5,6,5,7,22,6,10,6,19,0,0,0,1,94.7,80,0,2,505292,244781,36100,241230,,,,,N,,,,,,,,,,,,,,
11925, 36 months,0.0849,376.39,Minister,10+ years,MORTGAGE,50000,Not Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,704xx,LA,28.44,0,34578,0,,,21,0,14212,0.195,52,w,0,0,12433.42,12433.42,11925,508.42,0,0,0,42552,10551.47,,42887,0,,1,INDIVIDUAL,,,,0,170,277111,1,2,1,2,5,31707,83,2,5,6010,29,72900,1,0,2,7,13196,28073,29.3,0,0,127,255,7,5,2,7,,8,,0,5,7,9,14,19,18,31,7,21,0,0,0,3,100,11.1,0,0,365294,45919,39700,47599,,,,,N,,,,,,,,,,,,,,
5000, 36 months,0.1078,163.18,Teacher,10+ years,OWN,55000,Not Verified,42339,Current,n,,,major_purchase,Major purchase,770xx,TX,30.98,1,36069,0,13,,9,0,17669,0.782,12,w,2561.74,2561.74,3092.93,3092.93,2438.26,654.67,0,0,0,42948,163.18,42979,42948,0,,1,INDIVIDUAL,,,,0,0,48382,0,3,0,1,15,30713,65,1,2,8951,69,22600,0,0,1,3,5376,339,97.7,0,0,206,144,12,12,0,86,13,12,13,0,3,5,3,3,6,6,6,5,9,0,0,0,1,91.7,100,0,0,70232,48382,14600,47632,,,,,N,,,,,,,,,,,,,,
11000, 36 months,0.0749,342.12,,n/a,OWN,33000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,199xx,DE,37.56,0,30651,0,,,26,0,9867,0.071,44,w,5501.77,5501.77,6488.84,6488.84,5498.23,990.61,0,0,0,42948,342.12,42979,42948,0,,1,INDIVIDUAL,,,,0,0,33480,0,2,0,1,19,23613,71,4,6,2819,20,138000,3,0,2,7,1456,73367,4.3,0,0,138,384,7,7,0,16,,8,,0,6,12,11,17,4,24,40,12,26,0,0,0,4,100,0,0,0,171175,33480,76700,33175,,,,,N,,,,,,,,,,,,,,
18200, 60 months,0.0849,373.32,Nurse Educator,3 years,RENT,150000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,900xx,CA,12.06,0,38777,1,,,16,0,6769,0.174,29,w,13245.38,13245.38,7071.62,7071.62,4954.62,2117,0,0,0,42948,373.32,42979,42948,0,,1,INDIVIDUAL,,,,0,1041,60707,0,4,1,1,9,53938,84,0,1,5095,52,38900,0,1,1,2,3794,6705,43.2,0,0,101,117,18,9,0,43,,3,,0,1,4,4,4,9,12,20,4,16,0,0,0,1,100,25,0,0,118480,60707,11800,79580,,,,,N,,,,,,,,,,,,,,
12000, 36 months,0.1199,398.52,Rsa,5 years,OWN,35000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,178xx,PA,20.82,0,39083,2,,,7,0,19850,0.4,16,w,6202.11,6202.11,7551.9,7551.9,5797.89,1754.01,0,0,0,42948,398.52,42979,42948,0,,1,INDIVIDUAL,,,,0,0,148168,1,1,0,0,29,10432,54,2,2,2660,44,49600,0,1,7,2,21167,9602,31.4,0,0,37,107,1,1,1,1,,0,,0,2,3,2,7,2,5,13,3,7,0,0,0,2,100,0,0,0,193520,30282,14000,19221,,,,,N,,,,,,,,,,,,,,
24000, 36 months,0.0649,735.47,Planner,10+ years,MORTGAGE,105000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,902xx,CA,17.15,0,36831,0,32,,7,0,30763,0.874,13,w,11914.59,11914.59,13952.3,13952.3,12085.41,1866.89,0,0,0,42948,735.47,42979,42948,0,,1,INDIVIDUAL,,,,0,0,306798,1,2,0,0,44,27060,45,0,0,12022,61,35200,0,0,2,1,43828,4437,87.4,0,0,137,181,27,6,2,27,,9,32,0,4,4,4,5,4,4,7,4,7,0,0,0,1,92.3,75,0,0,349666,57823,35200,59966,,,,,N,,,,,,,,,,,,,,
21000, 36 months,0.1199,697.41,owner,5 years,MORTGAGE,63000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,494xx,MI,28.69,0,37165,0,26,,15,0,20519,0.568,24,w,10856.01,10856.01,13215.82,13215.82,10143.99,3071.83,0,0,0,42948,697.41,42979,42948,0,,1,INDIVIDUAL,,,,0,0,37687,2,2,1,1,9,17168,59,2,5,5679,58,36100,0,0,1,6,2692,4473,70.8,0,0,41,170,0,0,0,2,,9,26,0,3,10,3,8,2,13,22,10,15,0,0,0,3,95.8,33.3,0,0,64990,37687,15300,28890,,,,,N,,,,,,,,,,,,,,
10000, 36 months,0.1948,369,driver,1 year,MORTGAGE,150000,Source Verified,42339,Current,n,,,other,Other,881xx,NM,14.89,1,35125,0,6,,10,0,3318,0.135,28,w,5443.27,5443.27,6983.94,6983.94,4556.73,2427.21,0,0,0,42948,369,42979,42948,0,,1,INDIVIDUAL,,,,0,0,117041,1,4,2,3,3,113723,92,0,2,0,53,24500,0,2,3,5,13005,,,0,0,173,183,18,3,1,,,9,37,0,0,3,0,0,17,6,9,3,10,0,0,0,2,89.3,,0,0,153607,117041,0,129107,,,,,N,,,,,,,,,,,,,,
5000, 36 months,0.1288,168.19,General Manager,< 1 year,RENT,47000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,760xx,TX,38.61,0,37712,0,,,17,0,10099,0.549,35,w,2600.51,2600.51,3186.67,3186.67,2399.49,787.18,0,0,0,42948,168.19,42979,42948,0,,1,INDIVIDUAL,,,,0,798,86424,1,8,0,3,15,76325,83,1,2,890,79,18400,2,3,0,5,5402,212,85.9,0,0,148,152,4,4,0,4,,21,,0,2,6,2,7,17,9,18,6,17,0,0,0,1,94.1,100,0,0,109937,86424,1500,91537,,,,,N,,,,,,,,,,,,,,
12000, 36 months,0.0649,367.74,CEO,3 years,MORTGAGE,73000,Not Verified,42339,Current,n,,,credit_card,Credit card refinancing,373xx,TN,14.75,0,36617,0,,,6,0,12494,0.654,8,w,5448.67,5448.67,7476.24,7476.24,6551.33,924.91,0,0,0,42948,367.74,42979,42948,0,,1,INDIVIDUAL,,,,0,0,22751,0,1,0,1,16,10257,56,0,2,6077,61,19100,2,0,1,4,3792,6606,65.4,0,0,16,188,17,16,1,17,,12,,0,5,5,5,6,1,5,6,5,6,0,0,0,0,100,20,0,0,37564,22751,19100,18464,,,,,N,,,,,,,,,,,,,,
14450, 36 months,0.1148,476.37,Branch Manager,7 years,MORTGAGE,116300,Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,295xx,SC,2.86,0,37591,0,29,,4,0,883,0.26,23,w,0,0,15098.01,15098.01,14450,648.01,0,0,0,42491,13691.94,,42614,0,,1,INDIVIDUAL,,,,0,0,208157,1,1,1,1,2,11159,98,0,1,504,81,3400,1,0,2,2,52039,2517,26,0,0,142,156,16,2,6,16,,0,,1,2,2,2,9,5,2,12,2,4,0,0,0,1,91.3,0,0,0,245796,12042,3400,11396,,,,,N,,,,,,,,,,,,,,
20000, 60 months,0.1199,444.79,CEO/Therapist,4 years,MORTGAGE,155000,Source Verified,42339,Current,n,,,house,Home buying,276xx,NC,22.47,1,34639,0,11,,17,0,12740,0.348,25,w,14902.62,14902.62,8417.7,8417.7,5097.38,3320.32,0,0,0,42948,444.79,42979,42948,0,,1,INDIVIDUAL,,,,0,0,589998,0,4,0,3,16,59321,60,1,2,2816,60,36600,0,2,0,5,36875,13141,30.8,0,0,157,253,9,9,3,9,,22,11,0,3,6,4,6,9,10,12,6,17,0,0,0,1,88,25,0,0,682399,95217,19000,103561,,,,,N,,,,,,,,,,,,,,
26250, 60 months,0.1399,610.66,Corrections officer ,10+ years,MORTGAGE,65000,Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,123xx,NY,26.9,0,39173,1,,40,11,1,11401,0.45,19,w,0,0,26736.93,26736.93,26250,486.93,0,0,0,42401,26787.94,,42675,0,31,1,INDIVIDUAL,,,,0,0,217956,3,2,2,2,9,57478,89,4,6,6788,45,25560,0,0,2,9,19814,4612,45,0,0,104,96,1,1,1,1,,0,,0,5,8,8,8,7,8,11,6,11,,0,0,7,100,20,1,0,241120,68879,23060,64939,,,,,N,,,,,,,,,,,,,,
2500, 36 months,0.1199,83.03,Administrative Assistant,< 1 year,MORTGAGE,50400,Source Verified,42339,Fully Paid,n,,,home_improvement,Home improvement,806xx,CO,12.48,0,38261,0,69,48,5,1,35,0.011,12,w,0,0,2665.05,2665.05,2500,165.05,0,0,0,42552,2179.55,,42826,0,69,1,INDIVIDUAL,,,,0,590,197397,0,1,0,1,18,18414,84,2,3,35,73,3200,0,0,3,6,39479,1965,1.7,0,0,134,131,7,7,2,23,,1,,2,1,1,1,3,4,3,6,1,5,0,0,0,2,83.3,0,0,0,206876,18449,2000,22027,,,,,N,,,,,,,,,,,,,,
10000, 36 months,0.0749,311.02,Custodian,10+ years,RENT,70000,Not Verified,42339,Current,n,,,home_improvement,Home improvement,079xx,NJ,13.3,0,37408,0,,,11,0,1709,0.051,18,w,5001.57,5001.57,5898.98,5898.98,4998.43,900.55,0,0,0,42948,311.02,42979,42948,0,,1,INDIVIDUAL,,,,0,0,23078,2,1,0,1,14,21369,86,2,2,738,40,33400,0,0,0,3,2098,21343,6.8,0,0,99,162,4,4,0,4,,15,,0,7,8,7,10,4,10,14,8,11,0,0,0,2,100,0,0,0,58400,23078,22900,25000,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.1288,504.55,Marketing Director,< 1 year,RENT,89000,Verified,42339,Charged Off,n,,,debt_consolidation,Debt consolidation,195xx,PA,34.58,0,35643,1,,75,27,1,32901,0.814,43,w,0,0,1486.82,1486.82,1041.75,445.07,0,0,0,42461,504.55,,42948,0,,1,INDIVIDUAL,,,,0,0,97812,2,9,1,3,1,64911,81,1,3,5882,81,40400,0,1,2,6,3623,3088,90.5,0,0,220,113,5,1,1,5,,5,,0,11,15,12,18,17,18,25,15,27,0,0,0,2,100,83.3,1,0,120699,97812,32400,80299,,,,,N,,,,,,,,,,,,,,
27825, 60 months,0.1485,659.77,Utility Business Director,10+ years,MORTGAGE,73000,Not Verified,42339,Current,n,,,credit_card,Credit card refinancing,291xx,SC,22.62,4,34090,1,21,,18,0,18105,0.707,45,w,21115.02,21115.02,12535.62,12535.62,6709.98,5825.64,0,0,0,42948,659.77,42979,42948,0,21,1,INDIVIDUAL,,,,0,0,278134,2,6,1,1,11,30547,92,2,2,2821,83,25600,0,8,1,3,16361,179,94,0,0,126,271,2,2,9,2,21,2,21,2,1,6,1,5,12,9,24,7,18,0,0,3,3,80,100,0,0,322888,48652,3000,33188,,,,,N,,,,,,,,,,,,,,
6400, 36 months,0.0917,204.03,Senior Administrative Assistant,6 years,RENT,53000,Not Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,118xx,NY,14.4,0,32021,0,,,11,0,4980,0.905,14,w,0,0,6766.38,6766.38,6400,366.38,0,0,0,42614,5346.32,,42917,0,,1,INDIVIDUAL,,,,0,0,17291,1,2,0,1,14,12311,64,1,3,1664,70,5500,0,0,0,4,2161,196,95.7,0,0,129,272,1,1,0,18,,22,,0,4,5,6,6,4,8,8,6,11,0,0,0,1,100,100,0,0,24897,17291,4600,19397,,,,,N,,,,,,,,,,,,,,
35000, 60 months,0.1148,769.39,Network IT,2 years,MORTGAGE,80000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,220xx,VA,5.67,0,38078,0,,,10,0,14626,0.094,23,w,25992.48,25992.48,14562.6,14562.6,9007.52,5555.08,0,0,0,42948,769.39,42979,42948,0,,1,INDIVIDUAL,,,,0,0,545245,2,0,0,1,17,0,,2,3,12843,9,156300,3,1,4,5,54525,106674,12.1,0,0,55,140,3,3,2,3,,3,,0,3,3,8,14,3,9,18,3,10,0,0,0,3,100,0,0,0,690446,14626,121300,0,,,,,N,,,,,,,,,,,,,,
13750, 36 months,0.1659,487.43,TW,10+ years,MORTGAGE,27500,Source Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,286xx,NC,36.36,0,36192,1,42,,9,0,6468,0.404,20,w,0,0,15120.74,15120.74,13750,1370.74,0,0,0,42614,11740.41,,42795,0,,1,INDIVIDUAL,,,,0,0,37577,2,2,1,2,4,31109,80,1,3,550,68,16000,1,2,3,5,4175,2584,26.2,0,0,202,144,6,4,0,6,42,6,42,0,2,4,2,5,9,7,11,4,9,0,0,0,2,78.9,0,0,0,55039,37577,3500,39039,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.098,482.61,Legal Secretary,4 years,RENT,52500,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,752xx,TX,4.96,0,37288,0,,98,8,1,10459,0.523,16,w,7210.67,7210.67,9570.53,9570.53,7789.33,1781.2,0,0,0,42948,482.61,42979,42948,0,,1,INDIVIDUAL,,,,0,0,10459,0,0,0,0,148,0,,1,2,5625,52,20000,1,0,1,2,1307,4318,68,0,0,166,146,12,12,3,16,,6,,0,2,3,3,4,2,8,11,4,8,0,0,0,1,100,66.7,1,0,20000,10459,13500,0,,,,,N,,,,,,,,,,,,,,
22500, 60 months,0.0791,455.26,Accountant,10+ years,MORTGAGE,93000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,210xx,MD,14.34,0,34578,0,,,13,0,109973,0.158,26,w,16308.74,16308.74,8625.22,8625.22,6191.26,2433.96,0,0,0,42948,455.26,42979,42948,0,,1,INDIVIDUAL,,,,0,0,450130,0,1,0,0,59,6950,23,0,1,11900,18,197400,0,1,1,1,34625,77176,16.7,0,0,149,255,22,22,2,22,,10,,0,5,6,7,7,6,11,18,6,13,0,0,0,0,100,14.3,0,0,601361,116923,92600,30361,,,,,N,,,,,,,,,,,,,,
3500, 36 months,0.098,112.61,Operation to Cash Analyst,1 year,MORTGAGE,45000,Source Verified,42339,Current,n,,,car,Car financing,531xx,WI,22.29,1,34274,1,21,,30,0,3236,0.261,66,w,1780.54,1780.54,2134.83,2134.83,1719.46,415.37,0,0,0,42948,112.61,42979,42948,0,22,1,INDIVIDUAL,,,,0,0,177019,1,21,2,3,3,83964,100,0,0,1427,91,12400,1,1,1,3,6322,4532,35.3,1,0,152,265,25,3,2,38,46,2,46,0,2,3,3,8,45,7,18,3,30,0,0,1,2,95.4,0,0,0,209664,87431,7000,83913,,,,,N,,,,,,,,,,,,,,
12000, 60 months,0.1727,299.98,Mail Services Project Coordinator ,2 years,MORTGAGE,49000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,543xx,WI,28.92,0,35370,0,,,15,0,18212,0.77,41,f,9241.98,9241.98,5715.97,5715.97,2758.02,2957.95,0,0,0,42948,345.11,42979,42948,0,,1,INDIVIDUAL,,,,0,0,146232,2,2,1,1,10,18171,68,4,4,3375,77,23750,0,0,1,5,10445,1479,95,0,0,113,229,2,2,4,2,,9,,0,7,11,10,10,18,11,19,11,14,,0,0,5,100,85.7,0,0,167533,36383,10350,26641,,,,,N,,,,,,,,,,,,,,
12000, 36 months,0.098,386.09,Event Coordinator,5 years,RENT,43000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,601xx,IL,18.28,0,37257,2,42,,14,0,13131,0.454,31,w,5768.5,5768.5,7685.87,7685.87,6231.5,1454.37,0,0,0,42948,386.0922665,42979,42948,0,42,1,INDIVIDUAL,,,,0,0,17981,4,1,0,0,29,4850,43,4,6,6096,45,28900,0,0,2,6,1498,15141,44.5,0,0,112,167,1,1,3,5,,1,75,2,8,10,9,11,7,13,21,10,14,0,0,0,4,86.7,22.2,0,0,40165,17981,27300,11265,,,,,N,,,,,,,,,,,,,,
6000, 36 months,0.1727,214.73,System Engineer,10+ years,MORTGAGE,120000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,801xx,CO,23.03,0,38777,0,,,16,0,20408,0.764,21,w,3049.11,3049.11,4254.3,4254.3,2950.89,1303.41,0,0,0,42948,214.73,42979,42948,0,,1,INDIVIDUAL,,,,0,0,80358,2,5,2,5,10,59950,83,6,6,5045,81,26700,1,0,3,11,5022,5680,71.2,0,0,58,117,4,4,1,4,,10,,0,9,11,9,9,7,11,13,11,16,0,0,0,8,100,44.4,0,0,98670,80358,19700,71970,,,,,N,,,,,,,,,,,,,,
13200, 36 months,0.1288,444,Supervisor,10+ years,MORTGAGE,45000,Source Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,553xx,MN,32.56,0,37530,1,,,13,0,14895,0.569,19,w,0,0,14383.61,14383.61,13200,1183.61,0,0,0,42644,10855.22,,42736,0,,1,INDIVIDUAL,,,,0,0,72777,2,3,0,3,13,12349,52,3,4,6074,55,26200,0,1,1,7,6065,1545,90.1,0,0,126,158,1,1,1,1,,6,,0,4,7,4,7,6,9,12,7,13,0,0,0,3,100,75,0,0,97583,27244,15600,23762,,,,,N,,,,,,,,,,,,,,
15175, 36 months,0.1727,543.08,Mail Handler,2 years,MORTGAGE,58000,Source Verified,42339,Charged Off,n,,,home_improvement,Home improvement,606xx,IL,7.57,0,40603,1,,,5,0,166,0.043,7,w,0,0,4308.24,4308.24,2732.16,1576.08,0,0,0,42614,543.08,,42887,0,,1,INDIVIDUAL,,,,0,0,92509,1,1,0,1,19,17336,78,0,0,166,67,3900,2,0,8,3,18502,2334,6.6,0,0,40,57,32,0,1,57,,1,,0,1,1,1,1,3,2,2,1,5,0,0,0,1,100,0,0,0,102899,17502,2500,22349,,,,,N,,,,,,,,,,,,,,
18000, 36 months,0.0791,563.31,Sales,1 year,OWN,60000,Not Verified,42339,Current,n,,,credit_card,Credit card refinancing,347xx,FL,11.52,0,39600,0,,,12,0,16649,0.503,18,w,9031.03,9031.03,10683.11,10683.11,8968.97,1714.14,0,0,0,42948,563.31,42979,42948,0,,1,INDIVIDUAL,,,,0,237,249471,1,1,0,1,15,5516,63,2,6,7075,53,33100,1,0,4,8,22679,10489,61.2,0,0,15,90,6,6,1,6,,0,,1,4,4,5,6,1,10,16,5,12,0,0,0,2,94.4,20,0,0,275636,22165,27000,8754,,,,,N,,,,,,,,,,,,,,
11000, 36 months,0.0791,344.25,Teacher,2 years,MORTGAGE,60000,Not Verified,42339,Current,n,,,other,Other,608xx,IL,28.36,0,37408,1,25,,16,0,16701,0.472,24,w,5518.86,5518.86,6528.67,6528.67,5481.14,1047.53,0,0,0,42948,344.25,42979,42948,0,,1,INDIVIDUAL,,,,0,0,104126,1,4,0,0,41,87425,48,1,2,3691,48,35400,0,0,1,2,7438,5446,70.1,0,0,148,162,2,2,0,34,,2,25,0,5,8,6,6,7,12,15,8,16,0,0,0,1,95.8,40,0,0,144106,104126,18200,108706,,,,,N,,,,,,,,,,,,,,
21000, 60 months,0.1399,488.53,Vice President,10+ years,MORTGAGE,225000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,074xx,NJ,28.41,0,31472,0,,,35,0,166281,0.776,70,w,15850.12,15850.12,9363.68,9363.68,5149.88,4213.8,0,0,0,42948,488.53,42979,42948,0,,1,INDIVIDUAL,,,,0,0,1237015,1,5,0,4,20,47242,62,1,5,28240,73,214200,1,0,3,9,36383,20096,88.6,0,0,162,357,2,2,5,2,,5,,0,16,21,16,27,12,28,53,21,35,0,0,0,1,100,68.7,0,0,1377228,213523,176500,76764,,,,,N,,,,,,,,,,,,,,
28000, 60 months,0.1199,622.71,Teacher,9 years,MORTGAGE,97666.07,Not Verified,42339,Current,n,,,home_improvement,Home improvement,923xx,CA,9.07,0,35916,1,31,,18,0,12083,0.69,42,w,20864.82,20864.82,11812.14,11812.14,7135.18,4676.96,0,0,0,42948,622.71,42979,42948,0,31,1,INDIVIDUAL,,,,0,0,130846,0,11,2,7,9,118763,104,0,6,1509,100,17500,3,10,8,15,7697,2989,50.2,0,0,123,211,13,9,2,13,55,1,55,3,3,5,3,11,21,7,19,5,18,0,0,0,3,85.4,33.3,0,0,131287,130846,6000,113787,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.1078,489.52,Teacher,3 years,MORTGAGE,46000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,402xx,KY,30.65,1,35125,0,21,,23,0,17771,0.262,36,w,7687.61,7687.61,9345.79,9345.79,7312.39,2033.4,0,0,0,42948,489.52,42979,42948,0,,1,INDIVIDUAL,,,,0,0,178965,1,6,0,4,15,54840,106,1,3,8935,61,67749,0,1,3,8,8522,34750,32.4,0,0,125,237,8,5,1,8,21,8,21,0,5,7,9,17,8,16,27,7,23,0,0,0,2,97.1,33.3,0,0,225748,72611,51400,51599,,,,,N,,,,,,,,,,,,,,
3500, 36 months,0.1485,121.08,Medical Staff coord,2 years,RENT,50000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,774xx,TX,16.39,1,38443,1,23,,14,0,5000,0.51,25,w,1845.72,1845.72,2293.3,2293.3,1654.28,639.02,0,0,0,42948,121.08,42979,42948,0,,1,INDIVIDUAL,,,,0,0,32109,3,5,1,2,4,27109,104,2,6,528,89,9800,1,0,5,8,2294,1322,49.2,0,0,128,93,2,2,0,2,23,3,23,0,4,8,4,4,15,9,10,9,14,0,0,0,3,96,0,0,0,35935,32109,2600,26135,,,,,N,,,,,,,,,,,,,,
14000, 36 months,0.098,450.43,Senior Engineering Project Team Leader,10+ years,MORTGAGE,130000,Source Verified,42339,Fully Paid,n,,,credit_card,Credit card refinancing,605xx,IL,11.99,0,36161,1,,,14,0,78106,0.851,28,w,0,0,15397.2835,15397.28,14000,1397.28,0,0,0,42826,9110.32,,42795,0,,1,INDIVIDUAL,,,,0,0,346034,1,0,0,0,93,0,,1,1,22528,85,91800,0,2,2,1,24717,11669,87,0,0,126,203,1,1,5,30,,1,,0,11,12,12,18,2,13,21,12,14,0,0,0,1,100,58.3,0,0,389036,78106,89600,0,,,,,N,,,,,,,,,,,,,,
20000, 36 months,0.1288,672.73,,n/a,OWN,65000,Not Verified,42339,Charged Off,n,,,debt_consolidation,Debt consolidation,993xx,WA,17.38,2,33329,0,9,,15,0,20914,0.098,21,w,0,0,5810.35,5810.35,2623.56,1377.04,33.64,1776.11,319.6998,42583,706.37,,42767,0,,1,INDIVIDUAL,,,,0,0,31877,2,1,0,3,17,10963,43,6,8,5044,21,71733,1,3,1,11,2277,35456,12.5,0,0,38,296,2,2,0,11,,2,9,0,1,2,5,6,5,14,16,2,15,0,0,0,6,90,0,0,0,97417,31877,40500,25684,,,,,N,,,,,,,,,,,,,,
11550, 36 months,0.1899,423.32,,n/a,MORTGAGE,28948.92,Verified,42339,Current,n,,,credit_card,Credit card refinancing,993xx,WA,18.41,0,37196,0,,,9,0,14858,0.778,13,w,6266.55,6266.55,8012.62,8012.62,5283.45,2729.17,0,0,0,42948,423.32,42979,42948,0,,1,INDIVIDUAL,,,,0,0,73793,1,0,0,0,151,0,,1,2,3469,78,19100,0,0,0,2,8199,2538,83.2,0,0,151,169,1,1,2,1,,,,0,7,8,7,8,1,8,10,8,9,0,0,0,1,100,85.7,0,0,85868,14858,15100,0,,,,,N,,,,,,,,,,,,,,
5600, 36 months,0.098,180.18,Nuclear Medicine Supervisor ,10+ years,MORTGAGE,91500,Source Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,282xx,NC,30.79,3,37226,1,10,,12,0,24056,0.712,39,w,0,0,5927,5927,5600,327,0,0,0,42583,4853.54,,42948,0,,1,INDIVIDUAL,,,,0,0,300287,3,4,2,6,1,116813,44,1,2,2935,59,33800,5,6,6,8,25024,4565,39.1,0,0,168,159,3,1,6,37,29,1,12,0,1,4,3,5,17,7,16,4,12,0,0,0,3,84.6,33.3,0,0,334818,140869,7500,130791,,,,,N,,,,,,,,,,,,,,
